client_id,mobile_no,teamrank,team,bib,name,distance,gender,chiptime,starttime,split1distance,split1,split2distance,split2,split3distance,split3,split4distance,split4
15,4647183222,18,Team 4,1014,Mitali Palla,5K,Female,01:45:18,06:00:00,5K,00:40:58,10K,01:26:42,15K,01:44:35,20K,02:07:15
16,2621433062,44,Team 3,1015,Dayita Nanda,Full,Female,01:36:33,06:00:00,5K,00:25:30,10K,01:49:10,15K,01:44:20,20K,02:14:24
17,4041425541,34,Team 8,1016,Lucky Soni,Full,Male,02:29:38,06:00:00,5K,00:43:21,10K,01:34:33,15K,01:56:58,20K,02:05:57
18,4212485960,37,Team 3,1017,Hemal Chada,10K,Female,01:46:28,06:00:00,5K,00:26:33,10K,01:45:11,15K,01:42:29,20K,02:14:16
19,2496954552,45,Team 2,1018,Anusha Sahota,10K,Female,02:56:37,06:00:00,5K,00:44:13,10K,01:43:28,15K,01:58:50,20K,02:02:19
20,1906875963,45,Team 4,1019,Kamya Dugar,Full,Female,02:38:47,06:00:00,5K,00:40:27,10K,01:33:39,15K,01:43:42,20K,02:16:50
21,2570588046,44,Team 6,1020,Wriddhish Naidu,10K,Male,02:48:47,06:00:00,5K,00:52:50,10K,01:44:52,15K,01:42:53,20K,02:25:36
22,2669356785,2,Team 9,1021,Triveni Chand,Half,Female,02:34:19,06:00:00,5K,00:45:48,10K,01:22:11,15K,01:40:29,20K,02:08:36
23,8285372457,47,Team 9,1022,Abhimanyu Sankar,Full,Male,01:33:21,06:00:00,5K,00:55:28,10K,01:14:48,15K,01:53:40,20K,02:23:57
24,8495694848,38,Team 3,1023,Shaurya Chokshi,10K,Male,01:50:19,06:00:00,5K,00:33:20,10K,01:55:53,15K,01:42:14,20K,02:13:14
25,6024014143,45,Team 7,1024,Diya Acharya,Full,Female,02:23:36,06:00:00,5K,00:24:57,10K,01:56:36,15K,01:47:23,20K,02:22:56
26,5587539540,1,Team 3,1025,Wazir Basak,Full,Male,01:43:23,06:00:00,5K,00:22:56,10K,01:15:25,15K,01:51:28,20K,02:07:24
27,3623598536,5,Team 9,1026,Suhani Garde,5K,Female,01:49:51,06:00:00,5K,00:56:44,10K,01:50:58,15K,01:30:49,20K,02:08:13
28,3975406885,39,Team 9,1027,Vanya Toor,5K,Female,02:26:13,06:00:00,5K,00:35:44,10K,01:45:37,15K,01:31:41,20K,02:14:56
29,9714410613,30,Team 8,1028,Jyoti Dutt,Half,Female,01:14:11,06:00:00,5K,00:44:51,10K,01:10:12,15K,01:53:29,20K,02:23:20
30,4682436087,16,Team 2,1029,Chakradhar Zachariah,Full,Male,02:20:55,06:00:00,5K,00:39:52,10K,01:38:57,15K,01:46:58,20K,02:19:46
31,5166981636,26,Team 3,1030,David Palla,10K,Male,01:37:14,06:00:00,5K,00:30:21,10K,01:46:58,15K,01:41:19,20K,02:21:24
32,7907294755,41,Team 9,1031,Ishanvi Mann,Full,Female,01:38:40,06:00:00,5K,00:54:31,10K,01:35:17,15K,01:45:53,20K,02:20:34
33,2570032381,36,Team 7,1032,Aarush Behl,Full,Male,01:16:11,06:00:00,5K,00:38:58,10K,01:40:18,15K,01:51:29,20K,02:23:17
34,3581067358,35,Team 3,1033,Anirudh Mutti,10K,Male,01:25:23,06:00:00,5K,00:28:54,10K,01:31:44,15K,01:53:23,20K,02:06:15
35,1063661388,47,Team 9,1034,Zarna Randhawa,Full,Female,01:54:51,06:00:00,5K,00:48:35,10K,01:46:18,15K,01:45:49,20K,02:29:17
36,6777747504,43,Team 2,1035,Yashica Raj,5K,Female,02:12:38,06:00:00,5K,00:24:51,10K,01:47:44,15K,01:40:55,20K,02:10:35
37,3045767438,34,Team 9,1036,Madhav Ben,5K,Male,02:27:50,06:00:00,5K,00:48:37,10K,01:27:15,15K,01:43:33,20K,02:18:45
38,9763240785,15,Team 1,1037,Radha Mitra,10K,Female,01:25:30,06:00:00,5K,00:37:55,10K,01:34:44,15K,01:58:25,20K,02:12:17
39,2448508224,13,Team 1,1038,Lajita Nayak,Half,Female,01:13:25,06:00:00,5K,00:22:16,10K,01:14:27,15K,01:57:45,20K,02:12:45
40,7264589343,4,Team 3,1039,Irya Das,Full,Female,02:47:30,06:00:00,5K,00:41:18,10K,01:24:20,15K,01:39:54,20K,02:20:42
41,7431971368,49,Team 8,1040,Pooja Manne,5K,Female,01:12:44,06:00:00,5K,00:27:33,10K,01:43:36,15K,01:52:15,20K,02:24:48
42,6457676581,39,Team 9,1041,Anika Ghose,Full,Female,02:41:11,06:00:00,5K,00:43:16,10K,01:44:12,15K,01:44:17,20K,02:26:58
43,7603952150,1,Team 8,1042,Rehaan Banerjee,10K,Male,02:23:27,06:00:00,5K,00:48:23,10K,01:44:43,15K,01:37:10,20K,02:00:55
44,6495804640,22,Team 4,1043,Brijesh Chaudhary,5K,Male,02:33:24,06:00:00,5K,00:53:40,10K,01:24:55,15K,01:58:40,20K,02:10:48
45,826971246,7,Team 2,1044,Ucchal Bhatia,Half,Female,02:29:25,06:00:00,5K,00:31:45,10K,01:19:19,15K,01:57:34,20K,02:23:29
46,5523195718,34,Team 9,1045,Pahal Kannan,Full,Female,02:38:27,06:00:00,5K,00:53:31,10K,01:34:30,15K,01:36:30,20K,02:24:32
47,3943830237,47,Team 9,1046,Hemal D’Alia,Full,Female,02:34:33,06:00:00,5K,00:31:50,10K,01:35:29,15K,01:49:13,20K,02:22:46
48,944297982,21,Team 6,1047,Nitesh Jaggi,10K,Male,02:34:28,06:00:00,5K,00:22:25,10K,01:40:49,15K,01:38:40,20K,02:11:22
49,5883063597,36,Team 4,1048,Gayathri Prabhakar,Half,Female,02:34:51,06:00:00,5K,00:35:56,10K,01:51:13,15K,01:32:36,20K,02:00:49
50,5327926595,38,Team 6,1049,Dev Hora,Full,Male,02:45:47,06:00:00,5K,00:58:16,10K,01:20:53,15K,01:50:31,20K,02:06:47
51,2403469420,16,Team 4,1050,Panini Merchant,Full,Female,01:15:55,06:00:00,5K,00:48:38,10K,01:19:15,15K,01:58:51,20K,02:17:55
52,1694217482,41,Team 2,1051,Akshay Kuruvilla,Full,Male,01:53:33,06:00:00,5K,00:45:10,10K,01:43:33,15K,01:48:23,20K,02:22:15
53,2074685916,21,Team 7,1052,Nitesh Aurora,Half,Male,02:46:41,06:00:00,5K,00:28:23,10K,01:33:43,15K,01:54:29,20K,02:24:50
54,2456892544,8,Team 3,1053,Ekalinga Devan,5K,Male,01:19:53,06:00:00,5K,00:42:42,10K,01:48:24,15K,01:43:15,20K,02:05:42
55,6070144759,35,Team 6,1054,Hema Bal,Half,Female,02:43:14,06:00:00,5K,00:53:32,10K,01:21:31,15K,01:58:32,20K,02:25:43
56,5416835667,28,Team 1,1055,Triya Modi,5K,Female,02:23:53,06:00:00,5K,00:21:48,10K,01:21:34,15K,01:40:13,20K,02:07:23
57,7084220122,9,Team 6,1056,Pavani Sathe,5K,Female,01:23:55,06:00:00,5K,00:33:25,10K,01:34:50,15K,01:57:36,20K,02:19:34
58,6126167421,31,Team 8,1057,Balhaar Dixit,10K,Male,02:14:57,06:00:00,5K,00:37:17,10K,01:19:52,15K,01:45:28,20K,02:00:44
59,8000731660,8,Team 2,1058,Harrison Sabharwal,10K,Male,01:32:34,06:00:00,5K,00:53:44,10K,01:18:10,15K,01:57:49,20K,02:07:58
60,6584720986,1,Team 3,1059,Gagan Bhakta,5K,Male,02:53:39,06:00:00,5K,00:31:32,10K,01:33:40,15K,01:56:45,20K,02:18:18
61,3720539943,11,Team 2,1060,Niharika Seth,Full,Female,02:41:51,06:00:00,5K,00:33:11,10K,01:42:44,15K,01:35:32,20K,02:29:52
62,2803812343,3,Team 8,1061,Tripti Warrior,Half,Female,01:56:19,06:00:00,5K,00:28:26,10K,01:54:10,15K,01:46:25,20K,02:11:40
63,469111397,23,Team 8,1062,Rudra Johal,Half,Male,02:41:15,06:00:00,5K,00:20:17,10K,01:27:17,15K,01:55:55,20K,02:10:11
64,1904559829,2,Team 6,1063,Anya Dube,Full,Female,02:17:21,06:00:00,5K,00:24:22,10K,01:17:10,15K,01:33:26,20K,02:14:12
65,8262311826,19,Team 5,1064,Madhavi Rajan,Half,Female,02:12:18,06:00:00,5K,00:58:10,10K,01:39:37,15K,01:32:49,20K,02:04:19
66,3388660222,18,Team 1,1065,Reva Buch,5K,Female,01:31:28,06:00:00,5K,00:44:39,10K,01:23:50,15K,01:42:49,20K,02:10:13
67,5032092415,36,Team 1,1066,Daksh Prakash,Half,Male,02:48:48,06:00:00,5K,00:22:14,10K,01:42:45,15K,01:38:58,20K,02:29:44
68,2509610156,7,Team 7,1067,Rachana Mukhopadhyay,Full,Female,02:46:51,06:00:00,5K,00:53:19,10K,01:50:46,15K,01:31:12,20K,02:02:53
69,318476567,48,Team 3,1068,Chaman Gill,Half,Female,01:34:25,06:00:00,5K,00:47:43,10K,01:51:41,15K,01:56:31,20K,02:08:56
70,2963025782,38,Team 6,1069,Anita Nayak,5K,Female,02:28:16,06:00:00,5K,00:51:56,10K,01:38:34,15K,01:48:24,20K,02:04:14
71,5571041531,24,Team 7,1070,Samuel Bhargava,10K,Male,02:21:13,06:00:00,5K,00:32:21,10K,01:16:20,15K,01:54:17,20K,02:12:18
72,2020585125,10,Team 7,1071,Arjun Muni,Full,Male,02:57:44,06:00:00,5K,00:20:25,10K,01:15:48,15K,01:57:58,20K,02:23:25
73,9386594435,34,Team 5,1072,Nitara Srivastava,10K,Female,01:17:52,06:00:00,5K,00:43:41,10K,01:46:28,15K,01:49:40,20K,02:25:53
74,918816974,45,Team 9,1073,Jackson Bedi,Full,Male,02:48:17,06:00:00,5K,00:41:43,10K,01:34:24,15K,01:53:26,20K,02:09:37
75,4638096356,45,Team 8,1074,Saanvi Desai,5K,Female,01:30:16,06:00:00,5K,00:20:19,10K,01:21:17,15K,01:52:36,20K,02:17:36
76,7824155013,19,Team 7,1075,Zehaan Narayan,5K,Male,01:26:52,06:00:00,5K,00:28:49,10K,01:21:18,15K,01:37:37,20K,02:04:33
77,8378615771,48,Team 1,1076,Faqid Kalita,Half,Male,01:16:46,06:00:00,5K,00:36:10,10K,01:18:13,15K,01:47:17,20K,02:08:28
78,8944615921,30,Team 3,1077,Darika Das,Half,Female,02:38:29,06:00:00,5K,00:55:14,10K,01:22:52,15K,01:42:24,20K,02:29:44
79,2442801569,24,Team 7,1078,Sanya Dube,Half,Female,01:28:45,06:00:00,5K,00:22:17,10K,01:35:44,15K,01:39:27,20K,02:18:53
80,725288324,36,Team 1,1079,Aachal Batta,10K,Female,01:27:31,06:00:00,5K,00:35:57,10K,01:29:44,15K,01:55:41,20K,02:07:21
81,3878146456,11,Team 7,1080,Garima Sagar,Half,Female,01:46:30,06:00:00,5K,00:20:42,10K,01:17:51,15K,01:33:41,20K,02:28:28
82,587725734,5,Team 2,1081,Keya Puri,10K,Female,02:44:47,06:00:00,5K,00:26:38,10K,01:21:43,15K,01:46:38,20K,02:23:55
83,5778091479,43,Team 7,1082,Maanas Raghavan,10K,Male,01:32:27,06:00:00,5K,00:46:36,10K,01:17:34,15K,01:57:18,20K,02:25:45
84,4580149583,2,Team 6,1083,Barkha Wadhwa,5K,Female,01:45:21,06:00:00,5K,00:46:28,10K,01:11:18,15K,01:46:47,20K,02:21:12
85,790761352,30,Team 7,1084,Hemal Varghese,10K,Female,01:20:18,06:00:00,5K,00:22:40,10K,01:28:15,15K,01:50:22,20K,02:18:13
86,7864257072,8,Team 2,1085,Tamanna Raman,5K,Female,02:40:34,06:00:00,5K,00:33:32,10K,01:14:31,15K,01:55:41,20K,02:12:38
87,9144802331,49,Team 1,1086,Dayita Kale,5K,Female,02:14:38,06:00:00,5K,00:20:12,10K,01:11:42,15K,01:45:47,20K,02:17:39
88,5487491506,9,Team 3,1087,Ishita Sastry,10K,Female,02:44:48,06:00:00,5K,00:28:48,10K,01:18:21,15K,01:56:44,20K,02:22:16
89,6971767994,48,Team 8,1088,Indali Varughese,Full,Female,01:38:56,06:00:00,5K,00:24:39,10K,01:57:58,15K,01:40:20,20K,02:27:55
90,8491825361,39,Team 1,1089,Aarini Gera,10K,Female,02:16:58,06:00:00,5K,00:35:12,10K,01:34:30,15K,01:34:17,20K,02:12:14
91,5760094503,28,Team 6,1090,Sudiksha Sidhu,5K,Female,01:49:14,06:00:00,5K,00:29:32,10K,01:55:22,15K,01:44:41,20K,02:16:15
92,3959183908,29,Team 5,1091,Yasti Doctor,Half,Female,01:52:31,06:00:00,5K,00:20:32,10K,01:49:50,15K,01:34:32,20K,02:05:14
93,5806674867,17,Team 2,1092,Zayyan Basak,5K,Male,01:29:44,06:00:00,5K,00:21:46,10K,01:50:20,15K,01:30:23,20K,02:00:41
94,1186536607,47,Team 3,1093,Nikita Raj,Half,Female,01:51:29,06:00:00,5K,00:47:20,10K,01:36:15,15K,01:44:25,20K,02:09:51
95,1611681284,5,Team 6,1094,Xavier Rout,5K,Male,01:35:16,06:00:00,5K,00:37:22,10K,01:33:36,15K,01:51:14,20K,02:09:43
96,4896443134,19,Team 6,1095,Mohammed Swamy,Half,Male,02:57:19,06:00:00,5K,00:57:19,10K,01:54:55,15K,01:40:55,20K,02:28:21
97,8104214877,5,Team 8,1096,Kevin Viswanathan,Full,Male,02:45:56,06:00:00,5K,00:40:19,10K,01:32:36,15K,01:44:52,20K,02:02:10
98,8752200770,42,Team 3,1097,Bahadurjit Sunder,10K,Male,02:27:40,06:00:00,5K,00:33:54,10K,01:37:57,15K,01:35:32,20K,02:03:17
99,7096322169,17,Team 2,1098,Alka Seshadri,5K,Female,02:23:45,06:00:00,5K,00:45:16,10K,01:47:23,15K,01:39:33,20K,02:05:28
100,7904523166,38,Team 9,1099,Manan Goel,5K,Male,02:50:36,06:00:00,5K,00:43:15,10K,01:58:47,15K,01:57:12,20K,02:16:53
