client_id,mobile_no,teamrank,team,bib,name,distance,gender,chiptime,starttime,split1distance,split1,split2distance,split2,split3distance,split3,split4distance,split4
47,9000000047,52,Team Stride,47,Harish Iyengar,10K,F,00:51:36,06:00:00,2.5,00:11:23,5,00:25:30,7.5,00:37:50,10,00:51:36
48,9000000048,194,Team Stride,48,Thenmozhi Kumar,10K,M,01:09:30,06:00:00,2.5,00:18:47,5,00:33:08,7.5,00:53:59,10,01:09:30
49,9000000049,192,Team Stride,49,Bala Sundaram,10K,M,01:08:28,06:00:00,2.5,00:17:43,5,00:32:48,7.5,00:53:07,10,01:08:28
50,9000000050,313,Team Stride,50,Nithya Arumugam,10K,M,01:26:12,06:00:00,2.5,00:20:28,5,00:44:09,7.5,01:04:12,10,01:26:12
51,9000000051,83,Team Sprint,51,Saravanan Natarajan,5K,M,00:29:01,06:00:00,1.25,00:07:13,2.5,00:14:27,3.75,00:21:41,5,00:29:01
52,9000000052,22,Team Stride,52,Prakash Murugan,10K,F,00:47:57,06:00:00,2.5,00:10:57,5,00:23:05,7.5,00:36:14,10,00:47:57
53,9000000053,268,Team Sprint,53,Padma Nair,5K,M,00:44:54,06:00:00,1.25,00:11:53,2.5,00:21:28,3.75,00:32:30,5,00:44:54
54,9000000054,238,Team Stride,54,Saravanan Iyengar,10K,M,01:16:21,06:00:00,2.5,00:20:20,5,00:39:47,7.5,00:56:31,10,01:16:21
55,9000000055,198,Team Endurance,55,Divya Arumugam,Half Marathon,M,02:43:12,06:00:00,5,00:41:02,10,01:15:37,15,01:50:59,21.1,02:43:12
56,9000000056,47,Team Endurance,56,Prakash Pillai,Half Marathon,M,01:47:02,06:00:00,5,00:26:39,10,00:52:38,15,01:15:53,21.1,01:47:02
57,9000000057,139,Team Endurance,57,Deepa Rajan,Half Marathon,F,02:21:40,06:00:00,5,00:34:54,10,01:09:52,15,01:39:29,21.1,02:21:40
58,9000000058,44,Team Stride,58,Saranya Pillai,10K,M,00:50:22,06:00:00,2.5,00:12:32,5,00:24:40,7.5,00:38:34,10,00:50:22
59,9000000059,206,Team Endurance,59,Geetha Iyer,Half Marathon,M,02:45:22,06:00:00,5,00:38:52,10,01:22:07,15,01:59:38,21.1,02:45:22
60,9000000060,100,Team Sprint,60,Ashok Subramanian,5K,F,00:30:00,06:00:00,1.25,00:08:21,2.5,00:14:31,3.75,00:22:17,5,00:30:00
61,9000000061,322,Team Endurance,61,Siva Arumugam,Half Marathon,F,03:23:14,06:00:00,5,00:51:40,10,01:35:37,15,02:21:25,21.1,03:23:14
62,9000000062,321,Team Stride,62,Dinesh Raj,10K,M,01:27:54,06:00:00,2.5,00:21:49,5,00:46:07,7.5,01:05:17,10,01:27:54
63,9000000063,230,Team Sprint,63,Thenmozhi Annamalai,5K,M,00:41:06,06:00:00,1.25,00:11:28,2.5,00:21:16,3.75,00:31:11,5,00:41:06
64,9000000064,336,Team Endurance,64,Revathi Sharma,Half Marathon,M,03:27:39,06:00:00,5,00:46:56,10,01:43:27,15,02:22:30,21.1,03:27:39
65,9000000065,132,Team Endurance,65,Nithya Iyer,Half Marathon,F,02:19:22,06:00:00,5,00:36:02,10,01:05:01,15,01:35:28,21.1,02:19:22
66,9000000066,300,Team Stride,66,Harish Sundaram,10K,M,01:24:24,06:00:00,2.5,00:22:50,5,00:40:10,7.5,01:05:22,10,01:24:24
67,9000000067,66,Team Endurance,67,Mythili Subramanian,Half Marathon,M,01:56:15,06:00:00,5,00:25:38,10,00:53:09,15,01:24:06,21.1,01:56:15
68,9000000068,272,Team Endurance,68,Indira Sundaram,Half Marathon,M,03:06:11,06:00:00,5,00:48:11,10,01:24:28,15,02:13:52,21.1,03:06:11
69,9000000069,23,Team Sprint,69,Rekha Natarajan,5K,M,00:22:22,06:00:00,1.25,00:05:16,2.5,00:11:20,3.75,00:16:38,5,00:22:22
70,9000000070,23,Team Stride,70,Ganesh Ramasamy,10K,F,00:48:07,06:00:00,2.5,00:10:49,5,00:23:33,7.5,00:36:35,10,00:48:07
71,9000000071,128,Team Stride,71,Rekha Nair,10K,M,01:00:33,06:00:00,2.5,00:15:15,5,00:31:55,7.5,00:45:52,10,01:00:33
72,9000000072,166,Team Stride,72,Ganesh Iyer,10K,F,01:04:45,06:00:00,2.5,00:17:41,5,00:32:19,7.5,00:48:43,10,01:04:45
73,9000000073,27,Team Endurance,73,Ganesh Iyer,Half Marathon,F,01:40:53,06:00:00,5,00:24:41,10,00:46:34,15,01:12:03,21.1,01:40:53
74,9000000074,334,Team Endurance,74,Bala Iyengar,Half Marathon,F,03:26:46,06:00:00,5,00:47:51,10,01:35:23,15,02:21:32,21.1,03:26:46
75,9000000075,132,Team Stride,75,Suganya Murugan,10K,M,01:00:53,06:00:00,2.5,00:16:58,5,00:31:23,7.5,00:46:24,10,01:00:53
76,9000000076,321,Team Sprint,76,Kumar Nair,5K,F,00:49:34,06:00:00,1.25,00:11:12,2.5,00:23:47,3.75,00:36:34,5,00:49:34
77,9000000077,34,Team Endurance,77,Arun Arumugam,Half Marathon,M,01:43:47,06:00:00,5,00:22:57,10,00:48:23,15,01:10:51,21.1,01:43:47
78,9000000078,139,Team Sprint,78,Priya Iyengar,5K,F,00:32:58,06:00:00,1.25,00:07:57,2.5,00:16:20,3.75,00:24:13,5,00:32:58
79,9000000079,160,Team Stride,79,Saranya Krishnan,10K,M,01:03:58,06:00:00,2.5,00:15:39,5,00:32:40,7.5,00:46:44,10,01:03:58
80,9000000080,170,Team Sprint,80,Indira Annamalai,5K,F,00:35:28,06:00:00,1.25,00:08:10,2.5,00:17:57,3.75,00:26:21,5,00:35:28
81,9000000081,327,Team Stride,81,Deepa Sundaram,10K,F,01:28:23,06:00:00,2.5,00:23:04,5,00:44:10,7.5,01:06:43,10,01:28:23
82,9000000082,324,Team Endurance,82,Harish Selvan,Half Marathon,M,03:23:53,06:00:00,5,00:46:44,10,01:38:15,15,02:23:19,21.1,03:23:53
83,9000000083,136,Team Sprint,83,Kumar Rajan,5K,M,00:32:27,06:00:00,1.25,00:08:26,2.5,00:17:00,3.75,00:24:16,5,00:32:27
84,9000000084,90,Team Stride,84,Ashok Reddy,10K,M,00:56:06,06:00:00,2.5,00:13:18,5,00:28:12,7.5,00:40:38,10,00:56:06
85,9000000085,195,Team Stride,85,Kowsalya Natarajan,10K,F,01:10:16,06:00:00,2.5,00:19:26,5,00:37:11,7.5,00:51:51,10,01:10:16
86,9000000086,131,Team Endurance,86,Anitha Devi,Half Marathon,M,02:18:30,06:00:00,5,00:35:47,10,01:07:06,15,01:37:20,21.1,02:18:30
87,9000000087,64,Team Sprint,87,Vijay Krishnan,5K,M,00:27:09,06:00:00,1.25,00:06:27,2.5,00:14:23,3.75,00:20:56,5,00:27:09
88,9000000088,247,Team Sprint,88,Kumar Ramasamy,5K,M,00:42:52,06:00:00,1.25,00:09:42,2.5,00:21:07,3.75,00:31:47,5,00:42:52
89,9000000089,155,Team Stride,89,Thenmozhi Sharma,10K,F,01:03:13,06:00:00,2.5,00:15:01,5,00:32:21,7.5,00:45:35,10,01:03:13
90,9000000090,270,Team Endurance,90,Divya Murugan,Half Marathon,F,03:05:49,06:00:00,5,00:47:02,10,01:27:17,15,02:06:25,21.1,03:05:49
91,9000000091,262,Team Endurance,91,Thenmozhi Kumar,Half Marathon,F,03:03:19,06:00:00,5,00:46:40,10,01:29:37,15,02:13:34,21.1,03:03:19
92,9000000092,236,Team Sprint,92,Suresh Murugan,5K,M,00:42:07,06:00:00,1.25,00:11:34,2.5,00:21:40,3.75,00:32:25,5,00:42:07
93,9000000093,23,Team Endurance,93,Saravanan Devi,Half Marathon,M,01:39:44,06:00:00,5,00:25:32,10,00:48:44,15,01:08:57,21.1,01:39:44
94,9000000094,315,Team Stride,94,Geetha Selvan,10K,M,01:26:35,06:00:00,2.5,00:23:12,5,00:41:49,7.5,01:03:19,10,01:26:35
95,9000000095,326,Team Stride,95,Arun Selvan,10K,F,01:28:20,06:00:00,2.5,00:20:45,5,00:45:31,7.5,01:07:40,10,01:28:20
96,9000000096,59,Team Endurance,96,Bala Reddy,Half Marathon,F,01:53:21,06:00:00,5,00:28:01,10,00:51:46,15,01:17:37,21.1,01:53:21
97,9000000097,200,Team Sprint,97,Ashok Natarajan,5K,M,00:38:13,06:00:00,1.25,00:09:50,2.5,00:18:03,3.75,00:29:19,5,00:38:13
98,9000000098,141,Team Stride,98,Kowsalya Devi,10K,F,01:01:42,06:00:00,2.5,00:13:41,5,00:30:20,7.5,00:44:54,10,01:01:42
99,9000000099,53,Team Sprint,99,Ganesh Murugan,5K,M,00:25:34,06:00:00,1.25,00:07:01,2.5,00:12:31,3.75,00:19:02,5,00:25:34
100,9000000100,173,Team Endurance,100,Revathi Iyer,Half Marathon,F,02:33:06,06:00:00,5,00:34:54,10,01:14:54,15,01:50:49,21.1,02:33:06
101,9000000101,202,Team Stride,101,Geetha Iyer,10K,M,01:10:54,06:00:00,2.5,00:17:09,5,00:35:27,7.5,00:52:12,10,01:10:54
102,9000000102,103,Team Endurance,102,Saravanan Reddy,Half Marathon,F,02:06:51,06:00:00,5,00:28:44,10,01:02:52,15,01:32:14,21.1,02:06:51
103,9000000103,234,Team Sprint,103,Vijay Subramanian,5K,M,00:41:50,06:00:00,1.25,00:11:37,2.5,00:20:24,3.75,00:32:18,5,00:41:50
104,9000000104,292,Team Stride,104,Ashok Subramanian,10K,M,01:23:01,06:00:00,2.5,00:22:16,5,00:41:21,7.5,01:00:08,10,01:23:01
105,9000000105,68,Team Sprint,105,Saravanan Murugan,5K,F,00:27:29,06:00:00,1.25,00:07:17,2.5,00:13:17,3.75,00:20:54,5,00:27:29
106,9000000106,263,Team Endurance,106,Malathi Murugan,Half Marathon,M,03:03:28,06:00:00,5,00:45:18,10,01:26:12,15,02:12:30,21.1,03:03:28
107,9000000107,117,Team Sprint,107,Bala Murugan,5K,M,00:31:04,06:00:00,1.25,00:07:52,2.5,00:14:46,3.75,00:23:06,5,00:31:04
108,9000000108,328,Team Endurance,108,Anitha Rajan,Half Marathon,M,03:25:04,06:00:00,5,00:47:17,10,01:33:32,15,02:23:13,21.1,03:25:04
109,9000000109,286,Team Sprint,109,Dinesh Pandian,5K,M,00:46:13,06:00:00,1.25,00:12:14,2.5,00:22:26,3.75,00:34:19,5,00:46:13
110,9000000110,301,Team Endurance,110,Senthil Iyengar,Half Marathon,M,03:15:56,06:00:00,5,00:48:06,10,01:31:48,15,02:19:50,21.1,03:15:56
111,9000000111,17,Team Sprint,111,Dinesh Reddy,5K,M,00:21:54,06:00:00,1.25,00:05:26,2.5,00:11:06,3.75,00:17:00,5,00:21:54
112,9000000112,129,Team Stride,112,Rekha Sundaram,10K,M,01:00:38,06:00:00,2.5,00:14:31,5,00:30:43,7.5,00:46:00,10,01:00:38
113,9000000113,305,Team Sprint,113,Manoj Pillai,5K,M,00:48:03,06:00:00,1.25,00:12:24,2.5,00:23:55,3.75,00:36:37,5,00:48:03
114,9000000114,15,Team Stride,114,Rekha Annamalai,10K,F,00:47:11,06:00:00,2.5,00:12:13,5,00:22:30,7.5,00:34:06,10,00:47:11
115,9000000115,316,Team Endurance,115,Indira Ramasamy,Half Marathon,M,03:19:54,06:00:00,5,00:44:16,10,01:39:54,15,02:17:05,21.1,03:19:54
116,9000000116,114,Team Sprint,116,Ramesh Ramasamy,5K,F,00:30:46,06:00:00,1.25,00:07:12,2.5,00:15:27,3.75,00:22:52,5,00:30:46
117,9000000117,147,Team Sprint,117,Malathi Rajan,5K,F,00:33:41,06:00:00,1.25,00:08:09,2.5,00:17:44,3.75,00:25:39,5,00:33:41
118,9000000118,156,Team Stride,118,Nithya Reddy,10K,F,01:03:16,06:00:00,2.5,00:15:58,5,00:31:57,7.5,00:48:18,10,01:03:16
119,9000000119,34,Team Stride,119,Sangeetha Sundaram,10K,F,00:49:31,06:00:00,2.5,00:13:31,5,00:25:13,7.5,00:38:07,10,00:49:31
120,9000000120,71,Team Endurance,120,Prabu Natarajan,Half Marathon,F,01:58:48,06:00:00,5,00:29:03,10,00:59:02,15,01:22:26,21.1,01:58:48
121,9000000121,215,Team Endurance,121,Dinesh Raj,Half Marathon,F,02:47:26,06:00:00,5,00:41:27,10,01:17:09,15,01:57:34,21.1,02:47:26
122,9000000122,338,Team Endurance,122,Dinesh Raj,Half Marathon,M,03:29:39,06:00:00,5,00:48:06,10,01:38:08,15,02:32:50,21.1,03:29:39
123,9000000123,176,Team Stride,123,Suresh Iyer,10K,M,01:06:28,06:00:00,2.5,00:16:05,5,00:34:50,7.5,00:50:25,10,01:06:28
124,9000000124,73,Team Endurance,124,Kavitha Arumugam,Half Marathon,F,01:59:01,06:00:00,5,00:26:28,10,00:55:11,15,01:26:41,21.1,01:59:01
125,9000000125,248,Team Endurance,125,Meena Subramanian,Half Marathon,F,02:59:29,06:00:00,5,00:46:17,10,01:28:09,15,02:02:52,21.1,02:59:29
126,9000000126,260,Team Stride,126,Senthil Murugan,10K,M,01:19:04,06:00:00,2.5,00:18:24,5,00:40:11,7.5,01:01:32,10,01:19:04
127,9000000127,147,Team Endurance,127,Padma Nair,Half Marathon,F,02:24:01,06:00:00,5,00:31:58,10,01:07:12,15,01:45:03,21.1,02:24:01
128,9000000128,244,Team Endurance,128,Rajan Sharma,Half Marathon,M,02:57:46,06:00:00,5,00:44:42,10,01:21:49,15,02:08:15,21.1,02:57:46
129,9000000129,173,Team Sprint,129,Ganesh Reddy,5K,F,00:35:39,06:00:00,1.25,00:09:01,2.5,00:18:00,3.75,00:27:24,5,00:35:39
130,9000000130,51,Team Endurance,130,Mythili Murugan,Half Marathon,M,01:49:30,06:00:00,5,00:25:06,10,00:53:30,15,01:18:46,21.1,01:49:30
131,9000000131,153,Team Stride,131,Divya Iyer,10K,F,01:03:04,06:00:00,2.5,00:16:07,5,00:30:41,7.5,00:49:07,10,01:03:04
132,9000000132,76,Team Stride,132,Murugan Pillai,10K,F,00:54:31,06:00:00,2.5,00:15:13,5,00:27:23,7.5,00:41:51,10,00:54:31
133,9000000133,77,Team Sprint,133,Vignesh Sharma,5K,M,00:28:25,06:00:00,1.25,00:06:26,2.5,00:14:49,3.75,00:20:41,5,00:28:25
134,9000000134,271,Team Sprint,134,Rekha Rajan,5K,F,00:45:25,06:00:00,1.25,00:10:58,2.5,00:23:29,3.75,00:34:18,5,00:45:25
135,9000000135,209,Team Sprint,135,Vignesh Pillai,5K,M,00:39:09,06:00:00,1.25,00:08:39,2.5,00:19:01,3.75,00:28:29,5,00:39:09
136,9000000136,276,Team Stride,136,Sangeetha Murugan,10K,F,01:21:47,06:00:00,2.5,00:20:03,5,00:38:59,7.5,00:59:11,10,01:21:47
137,9000000137,100,Team Endurance,137,Ramesh Reddy,Half Marathon,F,02:05:52,06:00:00,5,00:29:56,10,00:58:55,15,01:29:19,21.1,02:05:52
138,9000000138,273,Team Sprint,138,Senthil Iyengar,5K,F,00:45:29,06:00:00,1.25,00:11:14,2.5,00:21:58,3.75,00:34:25,5,00:45:29
139,9000000139,223,Team Endurance,139,Siva Iyengar,Half Marathon,F,02:49:48,06:00:00,5,00:42:17,10,01:24:07,15,02:01:03,21.1,02:49:48
140,9000000140,158,Team Endurance,140,Suganya Subramanian,Half Marathon,M,02:28:29,06:00:00,5,00:34:27,10,01:11:35,15,01:41:11,21.1,02:28:29
141,9000000141,217,Team Sprint,141,Kowsalya Iyengar,5K,F,00:39:55,06:00:00,1.25,00:11:10,2.5,00:20:47,3.75,00:29:45,5,00:39:55
142,9000000142,146,Team Sprint,142,Divya Annamalai,5K,F,00:33:37,06:00:00,1.25,00:07:36,2.5,00:17:14,3.75,00:25:05,5,00:33:37
143,9000000143,133,Team Endurance,143,Revathi Sharma,Half Marathon,F,02:19:25,06:00:00,5,00:35:41,10,01:04:58,15,01:35:50,21.1,02:19:25
144,9000000144,78,Team Endurance,144,Prakash Selvan,Half Marathon,F,01:59:56,06:00:00,5,00:26:59,10,00:57:42,15,01:25:03,21.1,01:59:56
145,9000000145,75,Team Stride,145,Karthik Natarajan,10K,M,00:54:26,06:00:00,2.5,00:14:18,5,00:26:49,7.5,00:41:08,10,00:54:26
146,9000000146,190,Team Endurance,146,Vijay Iyengar,Half Marathon,M,02:39:34,06:00:00,5,00:36:59,10,01:15:50,15,01:51:56,21.1,02:39:34
147,9000000147,257,Team Stride,147,Rajan Kumar,10K,M,01:18:41,06:00:00,2.5,00:21:03,5,00:37:31,7.5,00:59:44,10,01:18:41
148,9000000148,30,Team Sprint,148,Harish Pandian,5K,M,00:23:06,06:00:00,1.25,00:06:17,2.5,00:11:37,3.75,00:17:49,5,00:23:06
149,9000000149,292,Team Endurance,149,Harish Iyengar,Half Marathon,M,03:13:11,06:00:00,5,00:45:49,10,01:35:30,15,02:15:21,21.1,03:13:11
150,9000000150,17,Team Endurance,150,Murugan Pillai,Half Marathon,F,01:36:25,06:00:00,5,00:24:24,10,00:45:18,15,01:09:04,21.1,01:36:25
151,9000000151,318,Team Sprint,151,Sangeetha Reddy,5K,F,00:49:23,06:00:00,1.25,00:11:47,2.5,00:24:08,3.75,00:36:18,5,00:49:23
152,9000000152,39,Team Sprint,152,Geetha Subramanian,5K,F,00:23:44,06:00:00,1.25,00:06:34,2.5,00:12:07,3.75,00:17:45,5,00:23:44
153,9000000153,80,Team Stride,153,Padma Reddy,10K,F,00:55:26,06:00:00,2.5,00:12:29,5,00:26:20,7.5,00:41:20,10,00:55:26
154,9000000154,238,Team Endurance,154,Suganya Annamalai,Half Marathon,F,02:55:40,06:00:00,5,00:43:52,10,01:22:19,15,02:00:35,21.1,02:55:40
155,9000000155,56,Team Endurance,155,Suresh Iyer,Half Marathon,M,01:51:50,06:00:00,5,00:24:52,10,00:55:40,15,01:19:11,21.1,01:51:50
156,9000000156,293,Team Sprint,156,Saranya Devi,5K,F,00:47:02,06:00:00,1.25,00:12:14,2.5,00:23:15,3.75,00:36:19,5,00:47:02
157,9000000157,221,Team Stride,157,Kumar Kumar,10K,M,01:13:49,06:00:00,2.5,00:20:24,5,00:36:34,7.5,00:57:12,10,01:13:49
158,9000000158,309,Team Stride,158,Lakshmi Murugan,10K,F,01:25:42,06:00:00,2.5,00:19:07,5,00:41:45,7.5,01:03:18,10,01:25:42
159,9000000159,32,Team Stride,159,Rajan Pandian,10K,M,00:49:20,06:00:00,2.5,00:11:09,5,00:24:41,7.5,00:35:58,10,00:49:20
160,9000000160,144,Team Endurance,160,Senthil Krishnan,Half Marathon,M,02:22:32,06:00:00,5,00:34:06,10,01:10:10,15,01:39:25,21.1,02:22:32
161,9000000161,141,Team Sprint,161,Rekha Raj,5K,F,00:33:01,06:00:00,1.25,00:08:21,2.5,00:15:44,3.75,00:24:19,5,00:33:01
162,9000000162,307,Team Stride,162,Rekha Natarajan,10K,M,01:25:40,06:00:00,2.5,00:20:00,5,00:42:28,7.5,01:04:33,10,01:25:40
163,9000000163,180,Team Sprint,163,Ganesh Sundaram,5K,F,00:35:58,06:00:00,1.25,00:09:34,2.5,00:18:14,3.75,00:27:21,5,00:35:58
164,9000000164,198,Team Sprint,164,Revathi Raj,5K,F,00:38:03,06:00:00,1.25,00:09:38,2.5,00:19:16,3.75,00:28:53,5,00:38:03
165,9000000165,96,Team Endurance,165,Senthil Raj,Half Marathon,F,02:04:19,06:00:00,5,00:30:47,10,00:56:07,15,01:26:14,21.1,02:04:19
166,9000000166,287,Team Stride,166,Arun Selvan,10K,M,01:22:46,06:00:00,2.5,00:21:59,5,00:43:28,7.5,01:01:20,10,01:22:46
167,9000000167,7,Team Stride,167,Ganesh Natarajan,10K,F,00:45:47,06:00:00,2.5,00:10:34,5,00:21:54,7.5,00:34:46,10,00:45:47
168,9000000168,259,Team Endurance,168,Harish Pandian,Half Marathon,M,03:02:52,06:00:00,5,00:40:44,10,01:29:03,15,02:13:14,21.1,03:02:52
169,9000000169,279,Team Endurance,169,Rekha Nair,Half Marathon,F,03:08:24,06:00:00,5,00:42:08,10,01:29:46,15,02:11:39,21.1,03:08:24
170,9000000170,42,Team Sprint,170,Lakshmi Sharma,5K,M,00:23:54,06:00:00,1.25,00:05:54,2.5,00:11:27,3.75,00:17:39,5,00:23:54
